id,nama_lokasi,provider,alamat,kabupaten_kota,provinsi,latitude,longitude,type_charge,watt,jumlah_charger,jumlah_konektor,nama_chargerbox
183,SPKLU PLN ULP SINGAPARNA,SPKLU PLN,"Jalan Raya Cikeleng, Singaparna, Kec. Singaparna, Kabupaten Tasikmalaya, Jawa Barat 46411",Kab Tasikmalaya,Jawa Barat,-7.3460317,108.1095447,medium,22 kW,2,1,Delta AC Max
183,SPKLU PLN ULP SINGAPARNA,SPKLU PLN,"Jalan Raya Cikeleng, Singaparna, Kec. Singaparna, Kabupaten Tasikmalaya, Jawa Barat 46411",Kab Tasikmalaya,Jawa Barat,-7.3460317,108.1095447,medium,22 kW,2,1,Altro AC Charger
184,SPKLU PLN ULP KARANGNUNGGAL,SPKLU PLN,"JL. Raya Karangnunggal, Ranca Bakung, Karangnunggal, Tasikmalaya Regency, West Java 46186",Kab Tasikmalaya,Jawa Barat,-7.6318453,108.1329428,medium,22 kW,1,1,Delta AC Max
185,SPKLU PLN ULP PANGANDARAN,SPKLU PLN,"Jl. Banjar - Pangandaran, Babakan, Pangandaran, Kab. Pangandaran, Jawa Barat",Kab Pangandaran,Jawa Barat,-7.684045,108.657817,medium,25 kW,3,1,Delta AC Max
185,SPKLU PLN ULP PANGANDARAN,SPKLU PLN,"Jl. Banjar - Pangandaran, Babakan, Pangandaran, Kab. Pangandaran, Jawa Barat",Kab Pangandaran,Jawa Barat,-7.684045,108.657817,medium,25 kW,3,1,Altro AC Charger
185,SPKLU PLN ULP PANGANDARAN,SPKLU PLN,"Jl. Banjar - Pangandaran, Babakan, Pangandaran, Kab. Pangandaran, Jawa Barat",Kab Pangandaran,Jawa Barat,-7.684045,108.657817,medium,25 kW,3,2,Delta DC Wallbox
186,SPKLU PLN ULP JASINGA,SPKLU PLN,"Jl. Raya Cigudeg No.24, Bunar, Kec. Cigudeg, Kabupaten Bogor, Jawa Barat 16660",Kab Bogor,Jawa Barat,-6.520282,106.498591,medium,22 kW,2,1,Delta AC Max
186,SPKLU PLN ULP JASINGA,SPKLU PLN,"Jl. Raya Cigudeg No.24, Bunar, Kec. Cigudeg, Kabupaten Bogor, Jawa Barat 16660",Kab Bogor,Jawa Barat,-6.520282,106.498591,medium,22 kW,2,1,Altro AC Charger
187,SPKLU PLN ULP CIPAYUNG,SPKLU PLN,"Jl. Raya Puncak - Cianjur, Cipayung Datar, Kec. Megamendung, Kabupaten Bogor, Jawa Barat 16770",Kab Bogor,Jawa Barat,-6.650524,106.89581,medium,22 kW,3,1,Delta AC Max
187,SPKLU PLN ULP CIPAYUNG,SPKLU PLN,"Jl. Raya Puncak - Cianjur, Cipayung Datar, Kec. Megamendung, Kabupaten Bogor, Jawa Barat 16770",Kab Bogor,Jawa Barat,-6.650524,106.89581,medium,22 kW,3,1,AC Mini Plus
187,SPKLU PLN ULP CIPAYUNG,SPKLU PLN,"Jl. Raya Puncak - Cianjur, Cipayung Datar, Kec. Megamendung, Kabupaten Bogor, Jawa Barat 16770",Kab Bogor,Jawa Barat,-6.650524,106.89581,medium,22 kW,3,1,Altro AC Charger
188,SPKLU ALUN-ALUN SINDANGBARANG,Other/General,"Saganten, Kec. Sindangbarang, Kabupaten Cianjur, Jawa Barat 43272",Kab Cianjur,Jawa Barat,-7.451419,107.134878,medium,22 kW,1,1,Delta AC Max
189,SPKLU PLN ULP LEMBANG,SPKLU PLN,"Jl. Cijeruk, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391",Kab Bandung Barat,Jawa Barat,-6.8183273,107.6220045,medium,22 kW,2,1,Delta AC Max
189,SPKLU PLN ULP LEMBANG,SPKLU PLN,"Jl. Cijeruk, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391",Kab Bandung Barat,Jawa Barat,-6.8183273,107.6220045,medium,22 kW,2,1,Chargecore AC-22
190,SPKLU PLN ULP RAJAPOLAH,SPKLU PLN,"Manggungjaya, Kec. Rajapolah, Kabupaten Tasikmalaya, Jawa Barat 46155",Kab Tasikmalaya,Jawa Barat,-7.2271177,108.1899931,medium,22 kW,2,1,Delta AC Max
190,SPKLU PLN ULP RAJAPOLAH,SPKLU PLN,"Manggungjaya, Kec. Rajapolah, Kabupaten Tasikmalaya, Jawa Barat 46155",Kab Tasikmalaya,Jawa Barat,-7.2271177,108.1899931,medium,22 kW,2,1,Altro AC Charger
191,SPKLU PLN ULP TELUK SEGARA,SPKLU PLN,Jl. Prof Dr. Hazairin No. 8 Teluk Segara Bengkulu,Kota Bengkulu,Bengkulu,-3.791566,102.249916,fast,60 kW,1,3,Proteksindo DC EVDX-60
192,SPKLU PLN POSKO CIRANJANG,SPKLU PLN,"Jl. Raya Bandung No.123, Ciranjang, Kec. Ciranjang, Kabupaten Cianjur, Jawa Barat 43282",Kab Cianjur,Jawa Barat,-6.8137038,107.251689,medium,22 kW,1,1,Delta AC Max
193,SPKLU PLN ULP PADALARANG,SPKLU PLN,"Jl. Raya Purwakarta, Kertamulya, Kec. Padalarang, Kabupaten Bandung Barat, Jawa Barat 40553",Kab Bandung Barat,Jawa Barat,-6.8383096,107.4878365,medium,22 kW,1,1,Delta AC Max
194,SPKLU PLN ULP RAJAMANDALA,SPKLU PLN,"Jl. Raya Rajamandala No.45, Mandalawangi, Kec. Cipatat, Kabupaten Bandung Barat, Jawa Barat 40554",Kab Bandung Barat,Jawa Barat,-6.8331614,107.346814,medium,22 kW,1,1,Delta AC Max
195,SPKLU PLN ULP CIMANGGIS,SPKLU PLN,"Jl. Raya Bogor No.18, RT.7/RW.5, Cisalak Ps., Kec. Cimanggis, Kota Depok, Jawa Barat 16416",Kota Depok,Jawa Barat,-6.3756851,106.8635065,medium,22 kW,2,1,Delta AC Max
195,SPKLU PLN ULP CIMANGGIS,SPKLU PLN,"Jl. Raya Bogor No.18, RT.7/RW.5, Cisalak Ps., Kec. Cimanggis, Kota Depok, Jawa Barat 16416",Kota Depok,Jawa Barat,-6.3756851,106.8635065,medium,22 kW,2,1,Altro AC Charger
196,SPKLU PLN ULP BOJONGGEDE,SPKLU PLN,"Jl. Raya Bojong Gede No.65, Bojong Baru, Kecamatan Bojonggede, Kabupaten Bogor, Jawa Barat 16920",Kab Bogor,Jawa Barat,-6.477392,106.803697,medium,22 kW,2,1,Delta AC Max
196,SPKLU PLN ULP BOJONGGEDE,SPKLU PLN,"Jl. Raya Bojong Gede No.65, Bojong Baru, Kecamatan Bojonggede, Kabupaten Bogor, Jawa Barat 16920",Kab Bogor,Jawa Barat,-6.477392,106.803697,medium,22 kW,2,1,Altro AC Charger
197,SPKLU PLN ULP RENGASDENGKLOK,SPKLU PLN,"Jl. Raya Rengasdengklok No 16, Desa Rengasdengklok Selatan, Kec.Rengasdengklok, Kab.Karawang",Kab Karawang,Jawa Barat,-6.164477,107.29794,medium,22 kW,2,1,Altro AC Charger
197,SPKLU PLN ULP RENGASDENGKLOK,SPKLU PLN,"Jl. Raya Rengasdengklok No 16, Desa Rengasdengklok Selatan, Kec.Rengasdengklok, Kab.Karawang",Kab Karawang,Jawa Barat,-6.164477,107.29794,medium,22 kW,2,1,Teison 22 KW
198,SPKLU PLN ULP BANJARAN,SPKLU PLN,"Jl. Raya Banjaran No.Km.16, Batukarut, Kec. Arjasari, Kabupaten Bandung, Jawa Barat 40377",Kab Bandung,Jawa Barat,-7.035417,107.593316,medium,22 kW,2,1,Delta AC Max
198,SPKLU PLN ULP BANJARAN,SPKLU PLN,"Jl. Raya Banjaran No.Km.16, Batukarut, Kec. Arjasari, Kabupaten Bandung, Jawa Barat 40377",Kab Bandung,Jawa Barat,-7.035417,107.593316,medium,22 kW,2,1,Altro AC Charger
199,SPKLU PLN POSKO CIWIDEY,SPKLU PLN,"Jl. Bhayangkara, Margamulya, Kec. Pasirjambu, Kabupaten Bandung, Jawa Barat 40972",Kab Bandung,Jawa Barat,-7.104393,107.465925,medium,22 kW,3,1,Delta AC Max
199,SPKLU PLN POSKO CIWIDEY,SPKLU PLN,"Jl. Bhayangkara, Margamulya, Kec. Pasirjambu, Kabupaten Bandung, Jawa Barat 40972",Kab Bandung,Jawa Barat,-7.104393,107.465925,medium,22 kW,3,1,Altro AC Charger
199,SPKLU PLN POSKO CIWIDEY,SPKLU PLN,"Jl. Bhayangkara, Margamulya, Kec. Pasirjambu, Kabupaten Bandung, Jawa Barat 40972",Kab Bandung,Jawa Barat,-7.104393,107.465925,medium,22 kW,3,1,Chargecore AC-22
200,SPKLU PLN POSKO PANGALENGAN,SPKLU PLN,"Jl. Raya Pangalengan, Pangalengan, Kec. Pangalengan, Kabupaten Bandung, Jawa Barat 40378",Kab Bandung,Jawa Barat,-7.17627,107.572329,medium,22 kW,1,1,Delta AC Max
201,SPKLU PLN UP3 SUMEDANG,SPKLU PLN,"Jl. Prabu Gajah Agung, Situ, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",Kab Sumedang,Jawa Barat,-6.837547,107.916642,medium,25 kW,2,2,Delta DC Wallbox
201,SPKLU PLN UP3 SUMEDANG,SPKLU PLN,"Jl. Prabu Gajah Agung, Situ, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",Kab Sumedang,Jawa Barat,-6.837547,107.916642,medium,25 kW,2,1,Proteksindo AC EVAX-22
202,SPKLU PLN ULP MAJALENGKA,SPKLU PLN,"Jl. Kh. Abdul Halim, Majalengka Kulon, Kec. Majalengka, Kabupaten Majalengka, Jawa Barat 45418",Kab Majalengka,Jawa Barat,-6.830097,108.206052,medium,22 kW,1,1,Proteksindo AC EVAX-22
203,SPKLU PLN ULP JATIWANGI,SPKLU PLN,"Jl. Cibolerang No.6, Loji, Kec. Jatiwangi, Kabupaten Majalengka, Jawa Barat 45454",Kab Majalengka,Jawa Barat,-6.726921,108.271809,medium,22 kW,1,1,Proteksindo AC EVAX-22
204,SPKLU PLN ULP BANJAR,SPKLU PLN,"Jl. Kapten Jamhur No.97, Mekarsari, Kec. Banjar, Kota Banjar, Jawa Barat 46321",Kota Banjar,Jawa Barat,-7.3715348,108.5357498,fast,50 kW,2,1,Altro AC Charger
204,SPKLU PLN ULP BANJAR,SPKLU PLN,"Jl. Kapten Jamhur No.97, Mekarsari, Kec. Banjar, Kota Banjar, Jawa Barat 46321",Kota Banjar,Jawa Barat,-7.3715348,108.5357498,fast,50 kW,2,3,Delta DC City Charger
205,SPKLU PEMDA GARUT,Other/General,"Jl. Kiansantang No.2, Regol, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44118",Kab Garut,Jawa Barat,-7.21703,107.9016,medium,22 kW,1,1,PHIHONG AC Wall Mount
206,SPKLU PLN ULP GARUT KOTA,SPKLU PLN,"Jl. Otista No.140A, Sukagalih, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44151, Indonesia.",Kab Garut,Jawa Barat,-7.194623,107.886342,fast,50 kW,3,1,Delta AC Max
206,SPKLU PLN ULP GARUT KOTA,SPKLU PLN,"Jl. Otista No.140A, Sukagalih, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44151, Indonesia.",Kab Garut,Jawa Barat,-7.194623,107.886342,fast,50 kW,3,1,Altro AC Charger
206,SPKLU PLN ULP GARUT KOTA,SPKLU PLN,"Jl. Otista No.140A, Sukagalih, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat 44151, Indonesia.",Kab Garut,Jawa Barat,-7.194623,107.886342,fast,50 kW,3,2,CS DC Charger
207,SPKLU PLN ULP LELES,SPKLU PLN,"Jl. Raya Leles No.64, Leles, Kec. Leles, Kabupaten Garut, Jawa Barat 44152, Indonesia, Garut Kota, Garut",Kab Garut,Jawa Barat,-7.10007,107.8984,medium,22 kW,2,1,Altro AC Charger
207,SPKLU PLN ULP LELES,SPKLU PLN,"Jl. Raya Leles No.64, Leles, Kec. Leles, Kabupaten Garut, Jawa Barat 44152, Indonesia, Garut Kota, Garut",Kab Garut,Jawa Barat,-7.10007,107.8984,medium,22 kW,2,1,PHIHONG AC Wall Mount
208,SPKLU PLN ULP CIKAJANG,SPKLU PLN,"Jl. Cidatar No.46, Cidatar, Kec. Cisurupan, Kabupaten Garut, Jawa Barat 44163",Kab Garut,Jawa Barat,-7.3259137,107.7948016,medium,22 kW,2,1,Altro AC Charger
208,SPKLU PLN ULP CIKAJANG,SPKLU PLN,"Jl. Cidatar No.46, Cidatar, Kec. Cisurupan, Kabupaten Garut, Jawa Barat 44163",Kab Garut,Jawa Barat,-7.3259137,107.7948016,medium,22 kW,2,1,PHIHONG AC Wall Mount
209,SPKLU PLN ULP PAMEUNGPEUK,SPKLU PLN,"Mancagahar, Kec. Pameungpeuk, Kabupaten Garut, Jawa Barat 44175",Kab Garut,Jawa Barat,-7.6465524,107.7085562,medium,22 kW,2,1,Altro AC Charger
209,SPKLU PLN ULP PAMEUNGPEUK,SPKLU PLN,"Mancagahar, Kec. Pameungpeuk, Kabupaten Garut, Jawa Barat 44175",Kab Garut,Jawa Barat,-7.6465524,107.7085562,medium,22 kW,2,1,PHIHONG AC Wall Mount
210,SPKLU PLN UP3 SANGGAU,SPKLU PLN,Jl Lintas Kalimantan Bunut Sanggau Kapuas,Kab Sanggau,Kalimantan Barat,0.134662,110.560513,fast,60 kW,1,3,Proteksindo DC EVDX-60
211,SPKLU BALAI KOTA BOGOR,Other/General,Balai Kota Bogor Jl Ir H Djuanda,Kota Bogor,Jawa Barat,-6.59499,106.794047,medium,22 kW,1,1,Proteksindo AC EVAX-22
212,SPKLU POLDA JABAR,Other/General,"Jl. Soekarno Hatta No.748, Cimenerang, Kec. Gedebage, Kota Bandung",Kota Bandung,Jawa Barat,-6.936338,107.704642,standard,7 kW,1,1,AC Mini Plus
213,SPKLU PLN UP3 TERNATE,SPKLU PLN,"Kompleks Pohon Pala, Kota Baru, Kota Ternate",Kota Ternate,Maluku Utara,0.7819044,127.3857383,fast,60 kW,1,3,Proteksindo DC EVDX-60
214,SPKLU PLN UP3 DUMAI,SPKLU PLN,"Jl. Jend. Sudirman No.185b, Bintan, Kota Dumai, Riau",Kota Dumai,Riau,1.6697639,101.4474867,fast,50 kW,1,3,Delta DC City Charger
215,SPKLU PLN UP3 CIKUPA,SPKLU PLN,"Jl. Raya Serang , KM 17,2 Cikupa, Kabupaten Tangerang, Banten 15710",Kab Tangerang,Banten,-6.223954,106.503629,medium,22 kW,2,1,Chargecore AC-22
215,SPKLU PLN UP3 CIKUPA,SPKLU PLN,"Jl. Raya Serang , KM 17,2 Cikupa, Kabupaten Tangerang, Banten 15710",Kab Tangerang,Banten,-6.223954,106.503629,medium,22 kW,2,1,Teison 22 KW
216,SPKLU PLN ULP RANTAUPRAPAT KOTA,SPKLU PLN,"Jl. Lintas Sumatra, Rantauprapat, Kec. Rantau Utara, Kab. Labuhanbatu, Sumatera Utara",Kab Labuhanbatu,Sumatera Utara,2.1060261,99.8249439,fast,60 kW,1,3,Proteksindo DC EVDX-60
217,SPKLU PLN UP3 JEMBER,SPKLU PLN,"Jl. Gajah Mada No.198, Kaliwates, Kec. Kaliwates, Kabupaten Jember, Jawa Timur",Kab Jember,Jawa Timur,-8.178881,113.67763,fast,50 kW,4,1,AC Mini Plus
217,SPKLU PLN UP3 JEMBER,SPKLU PLN,"Jl. Gajah Mada No.198, Kaliwates, Kec. Kaliwates, Kabupaten Jember, Jawa Timur",Kab Jember,Jawa Timur,-8.178881,113.67763,fast,50 kW,4,2,CS DC Charger
217,SPKLU PLN UP3 JEMBER,SPKLU PLN,"Jl. Gajah Mada No.198, Kaliwates, Kec. Kaliwates, Kabupaten Jember, Jawa Timur",Kab Jember,Jawa Timur,-8.178881,113.67763,fast,50 kW,4,1,1. Teison 22 KW
217,SPKLU PLN UP3 JEMBER,SPKLU PLN,"Jl. Gajah Mada No.198, Kaliwates, Kec. Kaliwates, Kabupaten Jember, Jawa Timur",Kab Jember,Jawa Timur,-8.178881,113.67763,fast,50 kW,4,1,2. Teison 22 KW
218,SPKLU PLN ULP BALIGE,SPKLU PLN,"Jl. Dr. T.D. Pardede No.14, Kec. Balige, Toba, Sumatera Utara 22312",Kab Toba Samosir,Sumatera Utara,2.335598,99.062545,fast,60 kW,1,3,Proteksindo DC EVDX-60
219,SPKLU PLN ULP PANGURURAN,SPKLU PLN,"Jl. Kejaksan, Kabupaten Samosir, Sumatera Utara 22392",Kab Samosir,Sumatera Utara,2.607739,98.695634,fast,60 kW,1,3,Proteksindo DC EVDX-60
220,SPKLU Rest Area KM 172-B Tulang Bawang Barat,Other/General,"Rest Area KM 172-B Tulang Bawang Barat, Lampung",Kab Tulang Bawang Barat,Lampung,-4.603868,105.182079,ultrafast,180 kW,3,1,Delta AC Max
220,SPKLU Rest Area KM 172-B Tulang Bawang Barat,Other/General,"Rest Area KM 172-B Tulang Bawang Barat, Lampung",Kab Tulang Bawang Barat,Lampung,-4.603868,105.182079,ultrafast,180 kW,3,2,CS Energy DC 180 kW
220,SPKLU Rest Area KM 172-B Tulang Bawang Barat,Other/General,"Rest Area KM 172-B Tulang Bawang Barat, Lampung",Kab Tulang Bawang Barat,Lampung,-4.603868,105.182079,ultrafast,180 kW,3,3,Delta DC City Charger
221,SPKLU Kawasan Pusat Pemerintahan Provinsi Banten (KP3B),Kp3B,Kawasan Pusat Pemerintahan Provinsi Banten (KP3B),Kota Serang,Banten,-6.173737,106.159939,fast,60 kW,1,3,Proteksindo DC EVDX-60
222,SPKLU PLN ULP PALOPO KOTA,SPKLU PLN,"Jl. Andi Achmad (Ex. Veteran) No. 25, Tomarundung, Wara Barat, Kota Palopo, Sulawesi Selatan",Kab Palopo,Sulawesi Selatan,-2.995912,120.188743,fast,50 kW,1,3,Delta DC City Charger
223,SPKLU PLN HVT Amir Hamzah,SPKLU PLN,Jl. T. Amir Hamzah 71 Medan,Kota Medan,Sumatera Utara,3.608077,98.649114,fast,60 kW,1,2,Free Standing DC Fast Charger
224,SPKLU MAMULI SUMBA,Other/General,"Matawai, Waingapu, Sumba Timur, NTT",Kab Sumba Timur,Nusa Tenggara Timur,-9.655017,120.260077,fast,60 kW,1,3,Proteksindo DC EVDX-60
225,SPKLU MVP GRAND NATURA,Other/General,"Jl. Terusan Bung Hatta No.107, Monjok, Kec. Selaparang, Kota Mataram, Nusa Tenggara Barat",Kota Mataram,Nusa Tenggara Barat,-8.5681923,116.117524,medium,22 kW,1,1,Delta AC Max
226,SPKLU PLN UP3 SORONG,SPKLU PLN,"Jalan Ahmad Yani No.7 Klaligi, Kota Sorong, Papua Barat Daya",Kota Sorong,Papua Barat,-0.879005,131.262228,fast,60 kW,1,3,Proteksindo DC EVDX-60
227,SPKLU Garut Trade Center,Other/General,"Jl. Nanggeleng - Cirahayu No.16, Cigagade, Kec. Balubur Limbangan, Kabupaten Garut, Jawa Barat",Kab Garut,Jawa Barat,-7.043448,107.957613,medium,22 kW,1,1,CS AC Charger
228,SPKLU SANTIKA MATARAM,Other/General,"Jl. Pejanggik No.32, Mataram Barat, Kec. Selaparang, Kota Mataram, Nusa Tenggara Barat",Kota Mataram,Nusa Tenggara Barat,-8.582614,116.1069994,fast,50 kW,1,3,Delta DC City Charger
229,SPKLU PLN UP3 PASURUAN,SPKLU PLN,"Jl. Panglima Sudirman No.69 Pasuruan, Jawa Timur",Kota Pasuruan,Jawa Timur,-7.652414,112.900252,ultrafast,180 kW,3,1,AC Mini Plus
229,SPKLU PLN UP3 PASURUAN,SPKLU PLN,"Jl. Panglima Sudirman No.69 Pasuruan, Jawa Timur",Kota Pasuruan,Jawa Timur,-7.652414,112.900252,ultrafast,180 kW,3,2,CS Energy DC 180 kW
229,SPKLU PLN UP3 PASURUAN,SPKLU PLN,"Jl. Panglima Sudirman No.69 Pasuruan, Jawa Timur",Kota Pasuruan,Jawa Timur,-7.652414,112.900252,ultrafast,180 kW,3,2,PHIHONG DC Wall Mount
230,KANTOR GUBERNUR KALIMANTAN SELATAN,Other/General,Kantor Gubernur Kalimantan Selatan,Kota Banjarbaru,Kalimantan Selatan,-3.484341,114.833861,fast,50 kW,1,3,Delta DC City Charger
231,SPKLU Terrace 8 Suvarna Sutera,Other/General,"Wana Kerta, Sindang Jaya, Tangerang Regency, Banten 15560",Kab Tangerang,Banten,-6.179527,106.494965,medium,22 kW,2,1,AC Mini Plus
231,SPKLU Terrace 8 Suvarna Sutera,Other/General,"Wana Kerta, Sindang Jaya, Tangerang Regency, Banten 15560",Kab Tangerang,Banten,-6.179527,106.494965,medium,22 kW,2,1,Chargecore AC-22
232,SPKLU AMIBELE ATAMBUA,Other/General,"Jl. Cut Nya Dien No. 45 Atambua Barat, Berdao, Kabupaten Belu, Nusa Tenggara Timur",Kab Belu,Nusa Tenggara Timur,-9.102968,124.89191,fast,50 kW,1,3,Delta DC City Charger
233,"SPKLU HVT Rest Area Pinang KM 13,5",HVT,"Ruas Tol Jakarta - Tangerang Km. 13,5 A, RT.001/RW.007, Pinang, Kota Tangerang, Banten",Kota Tangerang,Banten,-6.2137086,106.683098,fast,60 kW,2,2,Free Standing DC Fast Charger
233,"SPKLU HVT Rest Area Pinang KM 13,5",HVT,"Ruas Tol Jakarta - Tangerang Km. 13,5 A, RT.001/RW.007, Pinang, Kota Tangerang, Banten",Kota Tangerang,Banten,-6.2137086,106.683098,fast,60 kW,2,3,Free Standing DC Fast Charger
234,SPKLU Mall Ciputra Tangerang,Other/General,"Jl. Citra Raya Boulevard No.01, Ciakar, Kec. Panongan, Kabupaten Tangerang, Banten 15710",Kab Tangerang,Banten,-6.26117,106.525188,fast,60 kW,2,1,Teison 22 KW
234,SPKLU Mall Ciputra Tangerang,Other/General,"Jl. Citra Raya Boulevard No.01, Ciakar, Kec. Panongan, Kabupaten Tangerang, Banten 15710",Kab Tangerang,Banten,-6.26117,106.525188,fast,60 kW,2,3,Proteksindo DC EVDX-60
235,SPKLU TMII (Taman Mini Indonesia Indah),Taman Mini Indonesia Indah,"Jl. Raya Taman Mini, Ceger, Cipayung, Jakarta Timur, DKI Jakarta 13820",Kota ADM Jakarta Timur,DKI Jakarta ,-6.300287,106.890014,fast,60 kW,1,3,Proteksindo DC EVDX-60
236,SPKLU PLN ULP KOLAKA,SPKLU PLN,"Jl. Merdeka, Latambaga, Kabupaten Kolaka, Sulawesi Tenggara 93511",Kab Kolaka,Sulawesi Tenggara,-4.052771,121.591946,fast,50 kW,1,3,Delta DC City Charger
237,SPKLU PLN UP3 BANTEN UTARA,SPKLU PLN,"Jl. P. Diponegoro No. 2 Serang, Banten",Kota Serang,Banten,-6.11571,106.15285,medium,22 kW,3,1,AC Mini Plus
237,SPKLU PLN UP3 BANTEN UTARA,SPKLU PLN,"Jl. P. Diponegoro No. 2 Serang, Banten",Kota Serang,Banten,-6.11571,106.15285,medium,22 kW,3,1,1. Chargecore AC-22
237,SPKLU PLN UP3 BANTEN UTARA,SPKLU PLN,"Jl. P. Diponegoro No. 2 Serang, Banten",Kota Serang,Banten,-6.11571,106.15285,medium,22 kW,3,1,2. Chargecore AC-22
238,SPKLU PLN ULP PARIGI (KASIMBAR),SPKLU PLN,"Kasimbar, Kabupaten Parigi Moutong, Sulawesi Tengah",Kab Parigi Moutong,Sulawesi Tengah,-0.133552,120.034701,fast,60 kW,1,3,Proteksindo DC EVDX-60
239,SPKLU PLN UP3 GORONTALO,SPKLU PLN,"Jl. Jend Sudirman No.63, Kota Gorontalo, Gorontalo 96138",Kota Gorontalo,Gorontalo,0.553066,123.054108,fast,60 kW,1,3,Proteksindo DC EVDX-60
240,SPKLU PELABUHAN MERAK,Other/General,"Marak, Taman Sari, Pulo Merak, Cilegon, Banten",Kota Cilegon,Banten,-5.935689,105.99986,ultrafast,100 kW,2,2,CS DC Charger
240,SPKLU PELABUHAN MERAK,Other/General,"Marak, Taman Sari, Pulo Merak, Cilegon, Banten",Kota Cilegon,Banten,-5.935689,105.99986,ultrafast,100 kW,2,3,Proteksindo DC EVDX-60
241,SPKLU PLN UP3 PAYAKUMBUH,SPKLU PLN,"Jl. Raya Bukittinggi - Payakumbuh 48, Daya Bangun, Kec. Payakumbuh Bar., Kota Payakumbuh, Sumatera Barat 26218",Kota Payakumbuh,Sumatera Barat,-0.224679,100.631331,fast,50 kW,1,3,Delta DC City Charger
242,SPKLU PLN ULP BREBES,SPKLU PLN,"Jl. Jendral A. Yani No.118, Pangembon, Brebes, Jawa Tengah",Kab Brebes,Jawa Tengah,-6.873293,109.048103,medium,25 kW,2,1,Delta AC Max
242,SPKLU PLN ULP BREBES,SPKLU PLN,"Jl. Jendral A. Yani No.118, Pangembon, Brebes, Jawa Tengah",Kab Brebes,Jawa Tengah,-6.873293,109.048103,medium,25 kW,2,2,Delta DC Wallbox
243,SPKLU PLN UP3 KUDUS,SPKLU PLN,"Jl. AKBP R. Agil Kusumadya No.102, Jati Kulon, Kec. Jati, Kabupaten Kudus, Jawa Tengah 59346",Kab Kudus,Jawa Tengah,-6.824728,110.833481,medium,47 kW,2,2,Autel MaxiCharger DC Compact
243,SPKLU PLN UP3 KUDUS,SPKLU PLN,"Jl. AKBP R. Agil Kusumadya No.102, Jati Kulon, Kec. Jati, Kabupaten Kudus, Jawa Tengah 59346",Kab Kudus,Jawa Tengah,-6.824728,110.833481,medium,47 kW,2,1,Wall Mount AC Charger
244,SPKLU PLN ULP AMPERA,SPKLU PLN,"Jl. Gub. H.A. Bastari  Jakabaring, Palembang, Sumatera Selatan",Kota Palembang,Sumatera Selatan,-3.009263,104.776416,medium,25 kW,2,1,AC Mini Plus
244,SPKLU PLN ULP AMPERA,SPKLU PLN,"Jl. Gub. H.A. Bastari  Jakabaring, Palembang, Sumatera Selatan",Kota Palembang,Sumatera Selatan,-3.009263,104.776416,medium,25 kW,2,2,CS Energy DC 180 kW
245,SPKLU PLN UIP SBS,SPKLU PLN,"Jl. Residen Abdul Rozak, Palembang, Sumatera Selatan",Kota Palembang,Sumatera Selatan,-2.950837,104.784853,ultrafast,180 kW,2,1,AC Mini Plus
245,SPKLU PLN UIP SBS,SPKLU PLN,"Jl. Residen Abdul Rozak, Palembang, Sumatera Selatan",Kota Palembang,Sumatera Selatan,-2.950837,104.784853,ultrafast,180 kW,2,2,CS Energy DC 180 kW
246,SPKLU PLN KIT SBS,SPKLU PLN,"Jl. Demang Lebar Daun No.375, Palembang, Sumatera Selatan",Kota Palembang,Sumatera Selatan,-2.963139,104.736813,standard,7 kW,1,1,AC Mini Plus
247,SPKLU KANTOR DINAS ESDM,Other/General,"Jl. Angkatan 45 No.2440, Palembang, Sumatera Selatan",Kota Palembang,Sumatera Selatan,-2.975248,104.743624,standard,7 kW,1,1,AC Mini Plus
248,SPKLU KANTOR GUBERNUR SUMSEL,Other/General,"Jl. Kapten A. Rivai No.3, Palembang, Sumatera Selatan",Kota Palembang,Sumatera Selatan,-2.976494,104.750501,standard,7 kW,1,1,AC Mini Plus
249,SPKLU PLN ULP INOBONTO,SPKLU PLN,"Kantor PT. PLN (Persero) ULP Inobonto, Jl. Trans Sulawesi, Inobonto Satu, Bolaang, Mongondow, Sulawesi Utara",Kab Bolaang Mongondow,Sulawesi Utara,0.919776,124.094987,medium,30 kW,2,1,AC Mini Plus
249,SPKLU PLN ULP INOBONTO,SPKLU PLN,"Kantor PT. PLN (Persero) ULP Inobonto, Jl. Trans Sulawesi, Inobonto Satu, Bolaang, Mongondow, Sulawesi Utara",Kab Bolaang Mongondow,Sulawesi Utara,0.919776,124.094987,medium,30 kW,2,2,PHIHONG DC Wall Mount
250,SPKLU Gedung Kementrian BUMN,Other/General,"Jl. Medan Merdeka Sel. No.13, RT.11/RW.2, Gambir, Jakarta Pusat, DKI Jakarta 10110",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.181497,106.825462,fast,50 kW,1,3,Delta DC City Charger
